"relative_path","filename","experiment","run_id","lifecycle","candidate_id","epoch","size_bytes","sha256","checkpoint_role","canonical_or_mirror","canonical_sha_match","git_lfs_retained","archive_location","archive_verified","backup_copy_1","backup_copy_2","notes"
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0477.hdf5","checkpoint_epoch_0477.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0477","232560","0d61bb15d0a8b537cc75067daf6f1c476669175e760c4b6486be2b0f728e9037","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0477.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0478.hdf5","checkpoint_epoch_0478.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0478","232560","2cd19251dafc9302c138acf2ed77eeb4a472ddcad87e3c07835ca876ef04884b","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0478.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0479.hdf5","checkpoint_epoch_0479.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0479","232560","bc066a4d0b02219db98fa9d874b7d13ea266e3d8fbcdb48dd03f0ff58f516e60","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0479.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0480.hdf5","checkpoint_epoch_0480.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0480","232560","b12249b66dff3d9258daa5a6caad83c8062a969a70c10e19c5b95c5bd1dad0fc","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0480.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0481.hdf5","checkpoint_epoch_0481.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0481","232560","0ffb2b2d00872425d6670cbb46f95a508f332a92b1d6df5be58cea92e1d7cba1","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0481.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0482.hdf5","checkpoint_epoch_0482.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0482","232560","75b88d6b49a3acfaa76293a882da2f569f06c3af590bb0bf9ffe191d2c0bde54","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0482.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0483.hdf5","checkpoint_epoch_0483.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0483","232560","1a940a4a1c944c3f6fed61cc8180810c13fcbc1d5b6f201e6615e64263aa42f3","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0483.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0484.hdf5","checkpoint_epoch_0484.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0484","232560","3a4a72d5082076e44543ca820a3cda583d3b7afdd281d81907c01d38f7ac3f7f","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0484.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0485.hdf5","checkpoint_epoch_0485.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0485","232560","0def95f5d8fc2c374d81f3773ee9c915df96b66e93d85d8407e54652de3b8aa3","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0485.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0486.hdf5","checkpoint_epoch_0486.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0486","232560","592d3a8c3a0b97f62a7da9f1654e0dd7971e67e9f49a01753ce593101cf5ea3f","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0486.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0487.hdf5","checkpoint_epoch_0487.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0487","232560","05d849de41a9243c87997431ce3bbf198529116b190f4af38a3a083c5f039c75","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0487.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0488.hdf5","checkpoint_epoch_0488.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0488","232560","ab685a62a32ae994c1f4d8701488c851ad3ed3c08d62163ffe5b258a1fecc434","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0488.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0489.hdf5","checkpoint_epoch_0489.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0489","232560","7cc15cd074d093d49ec8e42a17d09ea58c62c9e8976cbe9e48441a0a18c50e33","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0489.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0490.hdf5","checkpoint_epoch_0490.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0490","232560","96a5aed6af328899c3d30f770e205c5274a585391c3486b59de909da1d9d469a","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0490.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0491.hdf5","checkpoint_epoch_0491.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0491","232560","b9829991eafb44c3e7931c4a3bd6d4888f00325cf794439cef0fc8ac5e77c411","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0491.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0492.hdf5","checkpoint_epoch_0492.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0492","232560","551249fd5e47fab04d18924d75f2141a46d8b7f638abd3be382381dd89f8fe68","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0492.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0493.hdf5","checkpoint_epoch_0493.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0493","232560","deea6cec1e9f9744bf7fb4ef8f246a5648978b37a69842884048cbe09b487a2d","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0493.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0494.hdf5","checkpoint_epoch_0494.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0494","232560","fd7d633d0396e201128ded7bd442b663fa7c06159dffd68e930320d319293fc8","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0494.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0495.hdf5","checkpoint_epoch_0495.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0495","232560","614289767dbc39981ef8c1fcad9152bc3b8c28af825474640fef10c55eca872c","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0495.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0496.hdf5","checkpoint_epoch_0496.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0496","232560","376ee0ef0bcb159115d93658d743750f233b2d89b15f3d23fd6290989f8d95ff","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0496.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0497.hdf5","checkpoint_epoch_0497.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0497","232560","0ae2965e791f42dc55d9e78224c3a9555ae0ed1fefe5d82e648347a793802363","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0497.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0498.hdf5","checkpoint_epoch_0498.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0498","232560","f401dab972b7279ccd3370278b8bddd7aa2b16cab0e971b9a3f70020aad7d016","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0498.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_freeze/checkpoint_epoch_0499.hdf5","checkpoint_epoch_0499.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_freeze","0499","232560","fb13c7553bdc874d6b58888772119a8e1c6fca3c7215e9aed37cf6797f753f03","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_freeze\checkpoint_epoch_0499.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_full_finetune/checkpoint_epoch_0001.hdf5","checkpoint_epoch_0001.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_full_finetune","0001","630096","f1fc1505ef2892cc9760e173997e12411521409c1e87a1d0af79746ab6fca233","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_full_finetune\checkpoint_epoch_0001.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
"reports/Solar Energy Result/R2/Experiment_A/20260814T150304Z_seed1234/target/tl_full_finetune/checkpoint_epoch_0002.hdf5","checkpoint_epoch_0002.hdf5","Experiment_A_Plant1_to_Plant2","20260814T150304Z_seed1234","PASS_COMPLETED","target_tl_full_finetune","0002","630096","de756fccadd84df31af4b54730cf291066b8cb186369888bef93edf7b6017d15","PER_EPOCH_CANDIDATE","CANONICAL","","FALSE","F:\Solar_LSTM_External_Evidence_Backup\checkpoint_archive\R2_Historical_PASS\reports\Solar Energy Result\R2\Experiment_A\20260814T150304Z_seed1234\target\tl_full_finetune\checkpoint_epoch_0002.hdf5","backup_copy_1=VERIFIED_WITH_SHA_LIMITATION;backup_copy_2=VERIFIED","VERIFIED_WITH_SHA_LIMITATION","VERIFIED","Approved Step 5A archive scope; Step 4 selected/locked paths excluded. Google Drive connector exposes per-file upload only; safe bulk/folder transfer for 4,871 raw checkpoints unavailable in this execution. Google Drive path coverage verified; F-only paths = 0; common-path size mismatch = 0; destination-side SHA256 unavailable; 51 desktop.ini files are non-canonical destination-side auxiliary files."
